5muy_A     5mus_A  5muyA     5musA gtm1=  0.99898 gtm2=  0.99898 gbest= 0.998980  gdtts=   0.9985
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18673 gtm2=  0.50797 gbest= 0.507970  gdtts=   0.5855
5muy_A     6h5u_C  5muyA     6h5uC gtm1=  0.18666 gtm2=  0.58414 gbest= 0.584140  gdtts=   0.6507
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18665 gtm2=  0.51777 gbest= 0.517770  gdtts=   0.6033
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18662 gtm2=  0.51915 gbest= 0.519150  gdtts=   0.6033
5muy_A     6g5e_A  5muyA     6g5eA gtm1=  0.18659 gtm2=  0.59001 gbest= 0.590010  gdtts=   0.6840
5muy_A     6gmv_A  5muyA     6gmvA gtm1=  0.18653 gtm2=  0.59591 gbest= 0.595910  gdtts=   0.6840
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18652 gtm2=  0.56279 gbest= 0.562790  gdtts=   0.6233
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18650 gtm2=  0.51017 gbest= 0.510170  gdtts=   0.5855
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18647 gtm2=  0.50326 gbest= 0.503260  gdtts=   0.5584
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18644 gtm2=  0.52105 gbest= 0.521050  gdtts=   0.6033
5muy_A     6g64_A  5muyA     6g64A gtm1=  0.18641 gtm2=  0.59527 gbest= 0.595270  gdtts=   0.6736
5muy_A     6h9t_A  5muyA     6h9tA gtm1=  0.18636 gtm2=  0.59374 gbest= 0.593740  gdtts=   0.6736
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18623 gtm2=  0.52240 gbest= 0.522400  gdtts=   0.6100
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18618 gtm2=  0.50796 gbest= 0.507960  gdtts=   0.5724
5muy_A     1be2_A  5muyA     1be2A gtm1=  0.18618 gtm2=  0.50962 gbest= 0.509620  gdtts=   0.5743
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18615 gtm2=  0.55014 gbest= 0.550140  gdtts=   0.6047
5muy_A     6g55_A  5muyA     6g55A gtm1=  0.18614 gtm2=  0.59329 gbest= 0.593290  gdtts=   0.6701
5muy_A     6hhs_C  5muyA     6hhsC gtm1=  0.18606 gtm2=  0.59110 gbest= 0.591100  gdtts=   0.6701
5muy_A     1be2_A  5muyA     1be2A gtm1=  0.18602 gtm2=  0.50344 gbest= 0.503440  gdtts=   0.5724
5muy_A     6h85_A  5muyA     6h85A gtm1=  0.18601 gtm2=  0.59139 gbest= 0.591390  gdtts=   0.6736
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18601 gtm2=  0.51713 gbest= 0.517130  gdtts=   0.6033
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18598 gtm2=  0.51736 gbest= 0.517360  gdtts=   0.6067
5muy_A     1be2_A  5muyA     1be2A gtm1=  0.18598 gtm2=  0.50244 gbest= 0.502440  gdtts=   0.5724
5muy_A     6h84_A  5muyA     6h84A gtm1=  0.18592 gtm2=  0.58683 gbest= 0.586830  gdtts=   0.6736
5muy_A     3w8g_A  5muyA     3w8gA gtm1=  0.18582 gtm2=  0.58946 gbest= 0.589460  gdtts=   0.6771
5muy_A     5ho5_C  5muyA     5ho5C gtm1=  0.18573 gtm2=  0.57513 gbest= 0.575130  gdtts=   0.6438
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18572 gtm2=  0.55910 gbest= 0.559100  gdtts=   0.6233
5muy_A     6zuz_A  5muyA     6zuzA gtm1=  0.18568 gtm2=  0.53159 gbest= 0.531590  gdtts=   0.5938
5muy_A     5hok_C  5muyA     5hokC gtm1=  0.18564 gtm2=  0.57443 gbest= 0.574430  gdtts=   0.6370
5muy_A     1cz2_A  5muyA     1cz2A gtm1=  0.18562 gtm2=  0.50059 gbest= 0.500590  gdtts=   0.5526
5muy_A     6h9p_C  5muyA     6h9pC gtm1=  0.18553 gtm2=  0.58610 gbest= 0.586100  gdtts=   0.6575
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18536 gtm2=  0.56157 gbest= 0.561570  gdtts=   0.6233
5muy_A     3w5y_B  5muyA     3w5yB gtm1=  0.18534 gtm2=  0.59377 gbest= 0.593770  gdtts=   0.6806
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18528 gtm2=  0.50348 gbest= 0.503480  gdtts=   0.5855
5muy_A     3w64_A  5muyA     3w64A gtm1=  0.18522 gtm2=  0.58689 gbest= 0.586890  gdtts=   0.6761
5muy_A     6hhs_G  5muyA     6hhsG gtm1=  0.18515 gtm2=  0.59264 gbest= 0.592640  gdtts=   0.6632
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18510 gtm2=  0.55689 gbest= 0.556890  gdtts=   0.6111
5muy_A     3w5y_A  5muyA     3w5yA gtm1=  0.18485 gtm2=  0.58868 gbest= 0.588680  gdtts=   0.6632
5muy_A     6h83_A  5muyA     6h83A gtm1=  0.18467 gtm2=  0.59828 gbest= 0.598280  gdtts=   0.6831
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18451 gtm2=  0.55790 gbest= 0.557900  gdtts=   0.6215
5muy_A     3w61_A  5muyA     3w61A gtm1=  0.18444 gtm2=  0.59525 gbest= 0.595250  gdtts=   0.6761
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18442 gtm2=  0.55163 gbest= 0.551630  gdtts=   0.6111
5muy_A     6vda_A  5muyA     6vdaA gtm1=  0.18438 gtm2=  0.54596 gbest= 0.545960  gdtts=   0.6301
5muy_A     3w60_A  5muyA     3w60A gtm1=  0.18437 gtm2=  0.59757 gbest= 0.597570  gdtts=   0.6866
5muy_A     6h8i_A  5muyA     6h8iA gtm1=  0.18433 gtm2=  0.59572 gbest= 0.595720  gdtts=   0.6796
5muy_A     6sd2_J  5muyA     6sd2J gtm1=  0.18431 gtm2=  0.50134 gbest= 0.501340  gdtts=   0.5845
5muy_A     3w64_B  5muyA     3w64B gtm1=  0.18430 gtm2=  0.58055 gbest= 0.580550  gdtts=   0.6493
5muy_A     6sd2_F  5muyA     6sd2F gtm1=  0.18430 gtm2=  0.50127 gbest= 0.501270  gdtts=   0.5845
5muy_A     6sd2_b  5muyA     6sd2b gtm1=  0.18429 gtm2=  0.50126 gbest= 0.501260  gdtts=   0.5845
5muy_A     3w5z_A  5muyA     3w5zA gtm1=  0.18428 gtm2=  0.59469 gbest= 0.594690  gdtts=   0.6761
5muy_A     3w5x_A  5muyA     3w5xA gtm1=  0.18424 gtm2=  0.59584 gbest= 0.595840  gdtts=   0.6796
5muy_A     6sd2_L  5muyA     6sd2L gtm1=  0.18424 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_C  5muyA     6sd2C gtm1=  0.18424 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_D  5muyA     6sd2D gtm1=  0.18424 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_A  5muyA     6sd2A gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_e  5muyA     6sd2e gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_N  5muyA     6sd2N gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_G  5muyA     6sd2G gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_c  5muyA     6sd2c gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_W  5muyA     6sd2W gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_O  5muyA     6sd2O gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_I  5muyA     6sd2I gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_R  5muyA     6sd2R gtm1=  0.18423 gtm2=  0.50120 gbest= 0.501200  gdtts=   0.5845
5muy_A     6sd2_Y  5muyA     6sd2Y gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_f  5muyA     6sd2f gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_Z  5muyA     6sd2Z gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_T  5muyA     6sd2T gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_U  5muyA     6sd2U gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6sd2_Q  5muyA     6sd2Q gtm1=  0.18423 gtm2=  0.50119 gbest= 0.501190  gdtts=   0.5845
5muy_A     6h9q_A  5muyA     6h9qA gtm1=  0.18422 gtm2=  0.59172 gbest= 0.591720  gdtts=   0.6690
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18418 gtm2=  0.50991 gbest= 0.509910  gdtts=   0.5743
5muy_A    7cgo_Dh  5muyA    7cgoDh gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7e81_Dh  5muyA    7e81Dh gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7cgo_Dm  5muyA    7cgoDm gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7e81_Dm  5muyA    7e81Dm gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A     6h8a_A  5muyA     6h8aA gtm1=  0.18413 gtm2=  0.59141 gbest= 0.591410  gdtts=   0.6725
5muy_A    7cgo_Dj  5muyA    7cgoDj gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7e81_Dj  5muyA    7e81Dj gtm1=  0.18413 gtm2=  0.50266 gbest= 0.502660  gdtts=   0.5777
5muy_A    7cgo_Dl  5muyA    7cgoDl gtm1=  0.18413 gtm2=  0.50265 gbest= 0.502650  gdtts=   0.5777
5muy_A    7e81_Dl  5muyA    7e81Dl gtm1=  0.18413 gtm2=  0.50265 gbest= 0.502650  gdtts=   0.5777
5muy_A    7cgo_Dn  5muyA    7cgoDn gtm1=  0.18413 gtm2=  0.50264 gbest= 0.502640  gdtts=   0.5777
5muy_A    7e81_Dn  5muyA    7e81Dn gtm1=  0.18413 gtm2=  0.50264 gbest= 0.502640  gdtts=   0.5777
5muy_A    7cgo_Dk  5muyA    7cgoDk gtm1=  0.18413 gtm2=  0.50249 gbest= 0.502490  gdtts=   0.5777
5muy_A    7e81_Dk  5muyA    7e81Dk gtm1=  0.18413 gtm2=  0.50249 gbest= 0.502490  gdtts=   0.5777
5muy_A    7cgo_Di  5muyA    7cgoDi gtm1=  0.18413 gtm2=  0.50263 gbest= 0.502630  gdtts=   0.5777
5muy_A    7e81_Di  5muyA    7e81Di gtm1=  0.18413 gtm2=  0.50263 gbest= 0.502630  gdtts=   0.5777
5muy_A    7cgo_Dg  5muyA    7cgoDg gtm1=  0.18413 gtm2=  0.50249 gbest= 0.502490  gdtts=   0.5777
5muy_A    7e81_Dg  5muyA    7e81Dg gtm1=  0.18413 gtm2=  0.50249 gbest= 0.502490  gdtts=   0.5777
5muy_A     6gmt_A  5muyA     6gmtA gtm1=  0.18410 gtm2=  0.59132 gbest= 0.591320  gdtts=   0.6690
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18402 gtm2=  0.50595 gbest= 0.505950  gdtts=   0.5845
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18389 gtm2=  0.55638 gbest= 0.556380  gdtts=   0.6215
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18389 gtm2=  0.56184 gbest= 0.561840  gdtts=   0.6146
5muy_A     5hsp_A  5muyA     5hspA gtm1=  0.18389 gtm2=  0.59613 gbest= 0.596130  gdtts=   0.6796
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18388 gtm2=  0.50007 gbest= 0.500070  gdtts=   0.5743
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18387 gtm2=  0.55452 gbest= 0.554520  gdtts=   0.6215
5muy_A     2q4y_A  5muyA     2q4yA gtm1=  0.18385 gtm2=  0.53205 gbest= 0.532050  gdtts=   0.6655
5muy_A     6h8g_A  5muyA     6h8gA gtm1=  0.18379 gtm2=  0.59494 gbest= 0.594940  gdtts=   0.6690
5muy_A     6h8d_A  5muyA     6h8dA gtm1=  0.18378 gtm2=  0.59353 gbest= 0.593530  gdtts=   0.6690
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18376 gtm2=  0.55687 gbest= 0.556870  gdtts=   0.6215
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18375 gtm2=  0.55456 gbest= 0.554560  gdtts=   0.6215
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18371 gtm2=  0.50470 gbest= 0.504700  gdtts=   0.5473
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18365 gtm2=  0.55448 gbest= 0.554480  gdtts=   0.6215
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18362 gtm2=  0.55307 gbest= 0.553070  gdtts=   0.6215
5muy_A     6ha2_A  5muyA     6ha2A gtm1=  0.18362 gtm2=  0.59261 gbest= 0.592610  gdtts=   0.6585
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18362 gtm2=  0.55338 gbest= 0.553380  gdtts=   0.6215
5muy_A     6h81_A  5muyA     6h81A gtm1=  0.18358 gtm2=  0.59310 gbest= 0.593100  gdtts=   0.6690
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18350 gtm2=  0.55342 gbest= 0.553420  gdtts=   0.6215
5muy_A     2q4y_A  5muyA     2q4yA gtm1=  0.18350 gtm2=  0.52918 gbest= 0.529180  gdtts=   0.6655
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18347 gtm2=  0.55022 gbest= 0.550220  gdtts=   0.6146
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18345 gtm2=  0.56940 gbest= 0.569400  gdtts=   0.6143
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18342 gtm2=  0.55089 gbest= 0.550890  gdtts=   0.6146
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18337 gtm2=  0.55175 gbest= 0.551750  gdtts=   0.6215
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18334 gtm2=  0.50757 gbest= 0.507570  gdtts=   0.5743
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18322 gtm2=  0.55165 gbest= 0.551650  gdtts=   0.6215
5muy_A     4oyc_A  5muyA     4oycA gtm1=  0.18294 gtm2=  0.54584 gbest= 0.545840  gdtts=   0.6354
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18291 gtm2=  0.55071 gbest= 0.550710  gdtts=   0.6215
5muy_A     7z1z_R  5muyA     7z1zR gtm1=  0.18290 gtm2=  0.52301 gbest= 0.523010  gdtts=   0.5833
5muy_A     2msr_B  5muyA     2msrB gtm1=  0.18289 gtm2=  0.51106 gbest= 0.511060  gdtts=   0.5856
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18288 gtm2=  0.53668 gbest= 0.536680  gdtts=   0.6373
5muy_A     2q44_A  5muyA     2q44A gtm1=  0.18283 gtm2=  0.51155 gbest= 0.511550  gdtts=   0.6549
5muy_A     2q4y_A  5muyA     2q4yA gtm1=  0.18279 gtm2=  0.52452 gbest= 0.524520  gdtts=   0.6585
5muy_A     1xmt_A  5muyA     1xmtA gtm1=  0.18247 gtm2=  0.50999 gbest= 0.509990  gdtts=   0.6479
5muy_A     7faw_B  5muyA     7fawB gtm1=  0.18246 gtm2=  0.51401 gbest= 0.514010  gdtts=   0.5845
5muy_A     7faw_A  5muyA     7fawA gtm1=  0.18242 gtm2=  0.51185 gbest= 0.511850  gdtts=   0.5867
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18238 gtm2=  0.55340 gbest= 0.553400  gdtts=   0.6232
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18235 gtm2=  0.50745 gbest= 0.507450  gdtts=   0.5833
5muy_A     6vd8_A  5muyA     6vd8A gtm1=  0.18234 gtm2=  0.52634 gbest= 0.526340  gdtts=   0.6181
5muy_A     3w63_A  5muyA     3w63A gtm1=  0.18228 gtm2=  0.59701 gbest= 0.597010  gdtts=   0.6821
5muy_A     6h89_A  5muyA     6h89A gtm1=  0.18217 gtm2=  0.59761 gbest= 0.597610  gdtts=   0.6857
5muy_A     3w62_A  5muyA     3w62A gtm1=  0.18217 gtm2=  0.59866 gbest= 0.598660  gdtts=   0.6821
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18212 gtm2=  0.52378 gbest= 0.523780  gdtts=   0.6250
5muy_A    8wl2_WL  5muyA    8wl2WL gtm1=  0.18192 gtm2=  0.50643 gbest= 0.506430  gdtts=   0.5856
5muy_A    8wkq_WL  5muyA    8wkqWL gtm1=  0.18192 gtm2=  0.50644 gbest= 0.506440  gdtts=   0.5856
5muy_A    8woe_WL  5muyA    8woeWL gtm1=  0.18192 gtm2=  0.50642 gbest= 0.506420  gdtts=   0.5856
5muy_A    8wln_WL  5muyA    8wlnWL gtm1=  0.18192 gtm2=  0.50643 gbest= 0.506430  gdtts=   0.5856
5muy_A    8wlt_WL  5muyA    8wltWL gtm1=  0.18192 gtm2=  0.50643 gbest= 0.506430  gdtts=   0.5856
5muy_A    8wo5_WL  5muyA    8wo5WL gtm1=  0.18192 gtm2=  0.50642 gbest= 0.506420  gdtts=   0.5856
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18190 gtm2=  0.55449 gbest= 0.554490  gdtts=   0.6162
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18185 gtm2=  0.54912 gbest= 0.549120  gdtts=   0.6464
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18180 gtm2=  0.55405 gbest= 0.554050  gdtts=   0.6232
5muy_A     2q44_A  5muyA     2q44A gtm1=  0.18178 gtm2=  0.50659 gbest= 0.506590  gdtts=   0.6549
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18177 gtm2=  0.50342 gbest= 0.503420  gdtts=   0.5567
5muy_A     2il4_A  5muyA     2il4A gtm1=  0.18173 gtm2=  0.53245 gbest= 0.532450  gdtts=   0.6643
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18170 gtm2=  0.55278 gbest= 0.552780  gdtts=   0.6162
5muy_A     6h9p_B  5muyA     6h9pB gtm1=  0.18164 gtm2=  0.59112 gbest= 0.591120  gdtts=   0.6750
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.18163 gtm2=  0.50337 gbest= 0.503370  gdtts=   0.5567
5muy_A     2zzt_A  5muyA     2zztA gtm1=  0.18145 gtm2=  0.56033 gbest= 0.560330  gdtts=   0.6571
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18126 gtm2=  0.53625 gbest= 0.536250  gdtts=   0.6464
5muy_A     3byp_B  5muyA     3bypB gtm1=  0.18108 gtm2=  0.54464 gbest= 0.544640  gdtts=   0.6285
5muy_A     7z1z_Q  5muyA     7z1zQ gtm1=  0.18106 gtm2=  0.51894 gbest= 0.518940  gdtts=   0.5743
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18096 gtm2=  0.52659 gbest= 0.526590  gdtts=   0.6303
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18095 gtm2=  0.51892 gbest= 0.518920  gdtts=   0.6215
5muy_A     2b4j_D  5muyA     2b4jD gtm1=  0.18079 gtm2=  0.51671 gbest= 0.516710  gdtts=   0.5925
5muy_A    8wo5_WN  5muyA    8wo5WN gtm1=  0.18076 gtm2=  0.50288 gbest= 0.502880  gdtts=   0.5788
5muy_A    8wl2_WN  5muyA    8wl2WN gtm1=  0.18076 gtm2=  0.50288 gbest= 0.502880  gdtts=   0.5788
5muy_A    8woe_WN  5muyA    8woeWN gtm1=  0.18076 gtm2=  0.50288 gbest= 0.502880  gdtts=   0.5788
5muy_A    8wkq_WN  5muyA    8wkqWN gtm1=  0.18076 gtm2=  0.50288 gbest= 0.502880  gdtts=   0.5788
5muy_A    8wlt_WN  5muyA    8wltWN gtm1=  0.18076 gtm2=  0.50287 gbest= 0.502870  gdtts=   0.5788
5muy_A    8wln_WN  5muyA    8wlnWN gtm1=  0.18076 gtm2=  0.50287 gbest= 0.502870  gdtts=   0.5788
5muy_A     7faw_C  5muyA     7fawC gtm1=  0.18069 gtm2=  0.50146 gbest= 0.501460  gdtts=   0.5856
5muy_A     6qek_A  5muyA     6qekA gtm1=  0.18061 gtm2=  0.58228 gbest= 0.582280  gdtts=   0.6464
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.18046 gtm2=  0.52126 gbest= 0.521260  gdtts=   0.5799
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18046 gtm2=  0.51944 gbest= 0.519440  gdtts=   0.6215
5muy_A     6zuy_A  5muyA     6zuyA gtm1=  0.18046 gtm2=  0.52905 gbest= 0.529050  gdtts=   0.6000
5muy_A     3u88_C  5muyA     3u88C gtm1=  0.18045 gtm2=  0.50456 gbest= 0.504560  gdtts=   0.5822
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.18044 gtm2=  0.51321 gbest= 0.513210  gdtts=   0.5719
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18037 gtm2=  0.50664 gbest= 0.506640  gdtts=   0.6076
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18030 gtm2=  0.53210 gbest= 0.532100  gdtts=   0.6393
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.18016 gtm2=  0.50540 gbest= 0.505400  gdtts=   0.6076
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.18014 gtm2=  0.52765 gbest= 0.527650  gdtts=   0.6464
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.18004 gtm2=  0.51953 gbest= 0.519530  gdtts=   0.5799
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.18001 gtm2=  0.51514 gbest= 0.515140  gdtts=   0.5799
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.17992 gtm2=  0.50617 gbest= 0.506170  gdtts=   0.5959
5muy_A     2ru5_B  5muyA     2ru5B gtm1=  0.17985 gtm2=  0.52601 gbest= 0.526010  gdtts=   0.5417
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17980 gtm2=  0.51562 gbest= 0.515620  gdtts=   0.5868
5muy_A     2b4j_C  5muyA     2b4jC gtm1=  0.17979 gtm2=  0.51600 gbest= 0.516000  gdtts=   0.6007
5muy_A    8wln_WM  5muyA    8wlnWM gtm1=  0.17979 gtm2=  0.50928 gbest= 0.509280  gdtts=   0.5868
5muy_A    8woe_WM  5muyA    8woeWM gtm1=  0.17979 gtm2=  0.50929 gbest= 0.509290  gdtts=   0.5868
5muy_A    8wl2_WM  5muyA    8wl2WM gtm1=  0.17979 gtm2=  0.50928 gbest= 0.509280  gdtts=   0.5868
5muy_A    8wlt_WM  5muyA    8wltWM gtm1=  0.17979 gtm2=  0.50928 gbest= 0.509280  gdtts=   0.5868
5muy_A    8wo5_WM  5muyA    8wo5WM gtm1=  0.17979 gtm2=  0.50928 gbest= 0.509280  gdtts=   0.5868
5muy_A    8wkq_WM  5muyA    8wkqWM gtm1=  0.17979 gtm2=  0.50928 gbest= 0.509280  gdtts=   0.5868
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.17957 gtm2=  0.53601 gbest= 0.536010  gdtts=   0.6500
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.17953 gtm2=  0.52953 gbest= 0.529530  gdtts=   0.6338
5muy_A     3w64_C  5muyA     3w64C gtm1=  0.17948 gtm2=  0.58755 gbest= 0.587550  gdtts=   0.6703
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.17946 gtm2=  0.50613 gbest= 0.506130  gdtts=   0.5972
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17935 gtm2=  0.51453 gbest= 0.514530  gdtts=   0.5833
5muy_A     6py8_G  5muyA     6py8G gtm1=  0.17935 gtm2=  0.50766 gbest= 0.507660  gdtts=   0.5764
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17933 gtm2=  0.51108 gbest= 0.511080  gdtts=   0.5685
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.17928 gtm2=  0.51191 gbest= 0.511910  gdtts=   0.5951
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.17922 gtm2=  0.52547 gbest= 0.525470  gdtts=   0.6464
5muy_A     5i0c_A  5muyA     5i0cA gtm1=  0.17920 gtm2=  0.52487 gbest= 0.524870  gdtts=   0.6594
5muy_A     4eba_I  5muyA     4ebaI gtm1=  0.17920 gtm2=  0.51712 gbest= 0.517120  gdtts=   0.5788
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17906 gtm2=  0.51814 gbest= 0.518140  gdtts=   0.5868
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17904 gtm2=  0.51938 gbest= 0.519380  gdtts=   0.5729
5muy_A     1z9e_A  5muyA     1z9eA gtm1=  0.17902 gtm2=  0.51158 gbest= 0.511580  gdtts=   0.5951
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17899 gtm2=  0.51199 gbest= 0.511990  gdtts=   0.5833
5muy_A     3byp_A  5muyA     3bypA gtm1=  0.17897 gtm2=  0.53368 gbest= 0.533680  gdtts=   0.6444
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17893 gtm2=  0.51202 gbest= 0.512020  gdtts=   0.5799
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.17877 gtm2=  0.51040 gbest= 0.510400  gdtts=   0.6092
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.17871 gtm2=  0.52945 gbest= 0.529450  gdtts=   0.6500
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.17861 gtm2=  0.50499 gbest= 0.504990  gdtts=   0.6076
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.17851 gtm2=  0.52778 gbest= 0.527780  gdtts=   0.6464
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17843 gtm2=  0.51540 gbest= 0.515400  gdtts=   0.5903
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17839 gtm2=  0.51396 gbest= 0.513960  gdtts=   0.5810
5muy_A     6qek_B  5muyA     6qekB gtm1=  0.17828 gtm2=  0.58851 gbest= 0.588510  gdtts=   0.6667
5muy_A     5n88_E  5muyA     5n88E gtm1=  0.17825 gtm2=  0.53810 gbest= 0.538100  gdtts=   0.6162
5muy_A     2ru4_B  5muyA     2ru4B gtm1=  0.17822 gtm2=  0.52076 gbest= 0.520760  gdtts=   0.6429
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17810 gtm2=  0.51464 gbest= 0.514640  gdtts=   0.5951
5muy_A     2ncl_A  5muyA     2nclA gtm1=  0.17790 gtm2=  0.51063 gbest= 0.510630  gdtts=   0.5903
5muy_A     6t3i_A  5muyA     6t3iA gtm1=  0.17778 gtm2=  0.50169 gbest= 0.501690  gdtts=   0.6042
